touch_id,customer_id,campaign_name,channel,sent_date,opened,converted
MKT812115,C102972,New Year 2026,Social Media Ad,2023-10-29,1,1
MKT812116,C102972,Summer Sale 2025,Search Ad,2025-01-02,1,0
MKT812117,C102972,Loyalty Rewards Q2 2026,SMS,2024-06-13,1,0
MKT812118,C102972,Spring Refresh 2026,Social Media Ad,2022-03-06,1,0
MKT812119,C102973,New Year 2026,Search Ad,2022-03-06,0,0
MKT812120,C102973,Flash Sale July 2026,Push Notification,2021-01-05,1,0
MKT812121,C102973,Diwali Offer 2025,Search Ad,2024-02-10,1,0
MKT812122,C102973,Black Friday 2025,Push Notification,2021-07-25,0,0
MKT812123,C102973,Diwali Offer 2025,Email,2026-05-15,1,0
MKT812124,C102973,Spring Refresh 2026,Search Ad,2024-01-02,1,0
MKT812125,C102974,Spring Refresh 2026,Social Media Ad,2021-11-02,0,0
MKT812126,C102974,Black Friday 2025,Email,2025-10-23,0,0
MKT812127,C102974,Black Friday 2025,Push Notification,2025-11-08,1,0
MKT812128,C102974,Flash Sale July 2026,SMS,2025-11-26,1,0
MKT812129,C102974,New Year 2026,SMS,2023-12-27,1,0
MKT812130,C102974,Flash Sale July 2026,Social Media Ad,2024-05-04,1,0
MKT812131,C102974,Spring Refresh 2026,Search Ad,2024-06-01,1,1
MKT812132,C102974,Black Friday 2025,Push Notification,2022-10-21,0,1
MKT812133,C102974,Summer Sale 2025,SMS,2025-11-07,1,0
MKT812134,C102975,Diwali Offer 2025,Push Notification,2025-01-25,0,0
MKT812135,C102975,Flash Sale July 2026,Search Ad,2022-12-05,1,0
MKT812136,C102975,Summer Sale 2025,Email,2025-10-09,0,0
MKT812137,C102975,Summer Sale 2025,Email,2024-07-29,1,0
MKT812138,C102976,Spring Refresh 2026,Email,2023-06-04,1,0
MKT812139,C102977,Flash Sale July 2026,Social Media Ad,2026-03-09,0,0
MKT812140,C102977,Diwali Offer 2025,Push Notification,2025-04-19,1,0
MKT812141,C102977,Flash Sale July 2026,Search Ad,2025-07-30,1,0
MKT812142,C102977,New Year 2026,Push Notification,2022-04-27,0,0
MKT812143,C102977,New Year 2026,Social Media Ad,2024-12-24,0,0
MKT812144,C102977,Summer Sale 2025,Email,2021-01-18,1,0
MKT812145,C102977,Summer Sale 2025,Social Media Ad,2025-01-08,0,0
MKT812146,C102977,Loyalty Rewards Q2 2026,Email,2023-12-29,1,0
MKT812147,C102978,Black Friday 2025,Social Media Ad,2023-10-11,1,0
MKT812148,C102978,New Year 2026,Search Ad,2023-08-24,0,0
MKT812149,C102979,Loyalty Rewards Q2 2026,SMS,2024-02-21,1,0
MKT812150,C102979,Flash Sale July 2026,SMS,2024-10-09,0,0
MKT812151,C102979,New Year 2026,Email,2026-03-12,1,0
MKT812152,C102979,Loyalty Rewards Q2 2026,Social Media Ad,2025-10-04,1,1
MKT812153,C102979,Spring Refresh 2026,Push Notification,2022-07-13,1,0
MKT812154,C102979,Summer Sale 2025,Push Notification,2026-02-20,0,0
MKT812155,C102979,Flash Sale July 2026,SMS,2023-04-18,1,1
MKT812156,C102980,Loyalty Rewards Q2 2026,Email,2025-06-28,1,0
MKT812157,C102980,Flash Sale July 2026,Push Notification,2025-08-29,1,0
MKT812158,C102980,Black Friday 2025,SMS,2024-10-12,0,0
MKT812159,C102980,Diwali Offer 2025,Social Media Ad,2026-06-17,1,0
MKT812160,C102980,Black Friday 2025,Email,2025-08-19,1,0
MKT812161,C102981,Diwali Offer 2025,Search Ad,2025-03-18,0,0
MKT812162,C102981,Spring Refresh 2026,Search Ad,2021-09-28,1,0
MKT812163,C102981,Spring Refresh 2026,Push Notification,2026-03-15,0,0
MKT812164,C102982,Diwali Offer 2025,Push Notification,2021-06-23,0,0
MKT812165,C102982,New Year 2026,SMS,2024-04-08,0,0
MKT812166,C102982,Spring Refresh 2026,Email,2024-05-06,1,0
MKT812167,C102982,Spring Refresh 2026,SMS,2026-01-08,1,0
MKT812168,C102983,Spring Refresh 2026,Social Media Ad,2023-11-24,0,0
MKT812169,C102983,Flash Sale July 2026,Email,2025-08-28,1,0
MKT812170,C102983,Black Friday 2025,Search Ad,2023-12-18,1,0
MKT812171,C102983,New Year 2026,Search Ad,2022-08-21,1,0
MKT812172,C102983,New Year 2026,Push Notification,2022-01-10,0,0
MKT812173,C102983,New Year 2026,Push Notification,2022-09-24,1,0
MKT812174,C102983,Flash Sale July 2026,Social Media Ad,2023-04-12,1,0
MKT812175,C102984,Flash Sale July 2026,Search Ad,2022-08-21,1,0
MKT812176,C102985,Spring Refresh 2026,Email,2021-03-13,0,0
MKT812177,C102986,Spring Refresh 2026,Push Notification,2022-05-17,1,1
MKT812178,C102986,Spring Refresh 2026,Email,2021-03-08,0,0
MKT812179,C102986,Loyalty Rewards Q2 2026,Social Media Ad,2023-11-19,0,0
MKT812180,C102986,Diwali Offer 2025,SMS,2026-05-22,0,0
MKT812181,C102987,Loyalty Rewards Q2 2026,Email,2021-02-03,1,0
MKT812182,C102987,Summer Sale 2025,SMS,2025-03-03,0,0
MKT812183,C102987,Summer Sale 2025,SMS,2022-12-22,0,0
MKT812184,C102988,Spring Refresh 2026,Social Media Ad,2025-08-29,1,0
MKT812185,C102988,New Year 2026,Search Ad,2024-11-06,1,1
MKT812186,C102988,Spring Refresh 2026,Social Media Ad,2022-12-06,1,0
MKT812187,C102988,Black Friday 2025,Search Ad,2024-10-18,1,0
MKT812188,C102988,Spring Refresh 2026,SMS,2021-05-27,0,0
MKT812189,C102989,Black Friday 2025,Social Media Ad,2022-02-08,1,0
MKT812190,C102989,Diwali Offer 2025,SMS,2024-11-05,1,0
MKT812191,C102989,Loyalty Rewards Q2 2026,Email,2021-08-21,1,0
MKT812192,C102989,Flash Sale July 2026,Social Media Ad,2021-05-12,0,1
MKT812193,C102989,Flash Sale July 2026,SMS,2021-08-28,1,0
MKT812194,C102989,Flash Sale July 2026,Email,2022-03-13,1,0
MKT812195,C102989,Diwali Offer 2025,Email,2024-10-09,0,0
MKT812196,C102990,Diwali Offer 2025,Email,2023-10-04,0,0
MKT812197,C102990,Diwali Offer 2025,Social Media Ad,2023-06-15,1,1
MKT812198,C102990,Flash Sale July 2026,Social Media Ad,2026-06-13,0,0
MKT812199,C102990,Black Friday 2025,Search Ad,2022-08-29,1,1
MKT812200,C102990,Black Friday 2025,Social Media Ad,2024-06-03,1,0
MKT812201,C102990,Diwali Offer 2025,Social Media Ad,2025-01-21,1,0
MKT812202,C102990,Diwali Offer 2025,Email,2021-09-18,1,1
MKT812203,C102990,Spring Refresh 2026,Push Notification,2023-12-17,0,1
MKT812204,C102990,Spring Refresh 2026,Social Media Ad,2023-03-14,1,0
MKT812205,C102991,New Year 2026,SMS,2022-08-17,1,0
MKT812206,C102991,Loyalty Rewards Q2 2026,Email,2024-11-19,1,0
MKT812207,C102992,Spring Refresh 2026,Search Ad,2026-05-28,1,0
MKT812208,C102992,New Year 2026,Push Notification,2024-04-12,1,0
MKT812209,C102992,New Year 2026,Push Notification,2023-06-22,0,0
MKT812210,C102992,Spring Refresh 2026,Email,2022-04-04,1,1
MKT812211,C102992,Loyalty Rewards Q2 2026,SMS,2021-01-16,0,0
MKT812212,C102993,Spring Refresh 2026,SMS,2023-01-04,1,0
MKT812213,C102995,Black Friday 2025,Search Ad,2021-06-26,1,0
MKT812214,C102995,Flash Sale July 2026,Social Media Ad,2023-02-05,0,0
MKT812215,C102996,New Year 2026,Search Ad,2023-09-19,0,0
MKT812216,C102997,Spring Refresh 2026,Push Notification,2026-07-23,0,0
MKT812217,C102997,Black Friday 2025,Push Notification,2026-01-11,1,0
MKT812218,C102997,Summer Sale 2025,Push Notification,2022-07-02,1,0
MKT812219,C102997,Flash Sale July 2026,Push Notification,2022-04-11,0,0
MKT812220,C102998,Loyalty Rewards Q2 2026,Email,2022-07-24,1,0
MKT812221,C102998,Flash Sale July 2026,SMS,2022-09-09,1,1
MKT812222,C102998,Diwali Offer 2025,Social Media Ad,2024-11-26,1,0
MKT812223,C102998,New Year 2026,Social Media Ad,2025-10-21,0,0
MKT812224,C102998,Black Friday 2025,Search Ad,2025-10-09,0,0
MKT812225,C102998,Summer Sale 2025,Social Media Ad,2025-04-03,0,0
MKT812226,C102999,New Year 2026,Search Ad,2022-12-26,0,0
MKT812227,C102999,Spring Refresh 2026,Search Ad,2024-02-12,1,0
MKT812228,C102999,Loyalty Rewards Q2 2026,Push Notification,2025-08-22,1,0
MKT812229,C102999,New Year 2026,SMS,2023-07-04,0,0
MKT812230,C102999,Flash Sale July 2026,Search Ad,2021-02-24,1,0
MKT812231,C102999,New Year 2026,SMS,2025-12-12,1,0
MKT812232,C102999,Flash Sale July 2026,Social Media Ad,2022-11-06,1,0
MKT812233,C103000,Loyalty Rewards Q2 2026,Social Media Ad,2021-07-26,0,0
MKT812234,C103001,Loyalty Rewards Q2 2026,Social Media Ad,2026-01-24,1,1
MKT812235,C103001,New Year 2026,Search Ad,2021-02-06,0,1
MKT812236,C103001,Spring Refresh 2026,Email,2025-04-26,0,0
MKT812237,C103001,Spring Refresh 2026,Push Notification,2022-03-25,1,0
MKT812238,C103001,Black Friday 2025,Search Ad,2024-05-04,1,1
MKT812239,C103002,Flash Sale July 2026,Search Ad,2025-08-21,1,0
MKT812240,C103003,Loyalty Rewards Q2 2026,Email,2025-08-22,1,0
MKT812241,C103003,Loyalty Rewards Q2 2026,Push Notification,2023-07-03,1,0
MKT812242,C103003,Flash Sale July 2026,Social Media Ad,2021-10-02,1,0
MKT812243,C103003,Diwali Offer 2025,SMS,2025-05-21,1,1
MKT812244,C103003,Loyalty Rewards Q2 2026,SMS,2026-02-01,1,1
MKT812245,C103003,Flash Sale July 2026,Email,2025-10-21,1,0
MKT812246,C103003,Spring Refresh 2026,Email,2022-12-12,1,0
MKT812247,C103004,Diwali Offer 2025,Push Notification,2024-03-26,1,0
MKT812248,C103004,New Year 2026,Search Ad,2023-11-26,1,1
MKT812249,C103004,Spring Refresh 2026,SMS,2023-04-08,0,1
MKT812250,C103004,Black Friday 2025,Search Ad,2023-07-19,1,0
MKT812251,C103005,New Year 2026,Social Media Ad,2022-09-09,1,0
MKT812252,C103006,New Year 2026,Social Media Ad,2024-01-07,1,0
MKT812253,C103006,Summer Sale 2025,SMS,2022-08-21,1,0
MKT812254,C103006,Summer Sale 2025,SMS,2026-04-05,0,0
MKT812255,C103006,Black Friday 2025,Social Media Ad,2024-07-29,0,1
MKT812256,C103006,Black Friday 2025,Email,2021-10-11,1,0
MKT812257,C103007,Flash Sale July 2026,Social Media Ad,2025-08-30,0,0
MKT812258,C103008,Loyalty Rewards Q2 2026,Push Notification,2024-10-12,1,0
MKT812259,C103008,New Year 2026,Social Media Ad,2024-02-28,0,0
MKT812260,C103008,New Year 2026,Email,2021-01-17,0,1
MKT812261,C103008,Diwali Offer 2025,Search Ad,2025-03-10,1,0
MKT812262,C103008,Spring Refresh 2026,Social Media Ad,2022-03-01,0,0
MKT812263,C103008,Flash Sale July 2026,SMS,2022-04-10,1,0
MKT812264,C103008,New Year 2026,Push Notification,2021-03-02,0,0
MKT812265,C103008,Black Friday 2025,Push Notification,2021-03-11,1,0
MKT812266,C103010,Flash Sale July 2026,SMS,2025-10-24,1,0
MKT812267,C103010,Black Friday 2025,Social Media Ad,2021-10-19,0,0
MKT812268,C103011,New Year 2026,SMS,2025-05-23,1,0
MKT812269,C103011,Flash Sale July 2026,Email,2023-01-11,1,0
MKT812270,C103011,Diwali Offer 2025,Email,2022-07-03,0,0
MKT812271,C103011,Diwali Offer 2025,Email,2022-05-27,0,0
MKT812272,C103012,New Year 2026,Search Ad,2023-04-05,1,0
MKT812273,C103012,Spring Refresh 2026,Email,2025-09-23,0,0
MKT812274,C103012,Summer Sale 2025,Push Notification,2026-08-03,1,0
MKT812275,C103013,New Year 2026,Search Ad,2021-12-28,0,1
MKT812276,C103013,Diwali Offer 2025,Push Notification,2025-01-18,0,0
MKT812277,C103013,Loyalty Rewards Q2 2026,Email,2025-02-05,1,0
MKT812278,C103014,Flash Sale July 2026,Email,2026-06-19,1,0
MKT812279,C103014,Diwali Offer 2025,Search Ad,2023-01-16,0,0
MKT812280,C103014,Summer Sale 2025,Push Notification,2021-01-04,1,1
MKT812281,C103014,Diwali Offer 2025,Push Notification,2025-03-09,0,0
MKT812282,C103014,Flash Sale July 2026,Social Media Ad,2022-03-03,1,0
MKT812283,C103014,New Year 2026,Social Media Ad,2026-07-20,0,0
MKT812284,C103014,Diwali Offer 2025,Push Notification,2022-12-14,1,0
MKT812285,C103014,Diwali Offer 2025,Push Notification,2024-07-23,1,0
MKT812286,C103015,Spring Refresh 2026,Email,2023-04-14,0,1
MKT812287,C103015,Spring Refresh 2026,Social Media Ad,2025-10-20,0,0
MKT812288,C103016,Diwali Offer 2025,Search Ad,2021-07-03,0,0
MKT812289,C103016,Flash Sale July 2026,Social Media Ad,2024-09-03,0,1
MKT812290,C103016,Summer Sale 2025,Social Media Ad,2021-07-09,0,0
MKT812291,C103017,Flash Sale July 2026,Push Notification,2025-10-18,0,1
MKT812292,C103017,Diwali Offer 2025,Email,2026-05-13,0,0
MKT812293,C103019,Summer Sale 2025,Push Notification,2023-10-24,0,0
MKT812294,C103019,New Year 2026,Social Media Ad,2021-02-07,1,0
MKT812295,C103020,Diwali Offer 2025,Social Media Ad,2021-07-12,0,0
MKT812296,C103020,Loyalty Rewards Q2 2026,Push Notification,2024-06-28,0,1
MKT812297,C103021,Summer Sale 2025,Search Ad,2023-06-13,0,0
MKT812298,C103021,New Year 2026,Social Media Ad,2023-11-04,1,0
MKT812299,C103021,Loyalty Rewards Q2 2026,Social Media Ad,2021-01-20,1,0
MKT812300,C103021,Spring Refresh 2026,Email,2026-05-08,0,0
MKT812301,C103022,New Year 2026,Social Media Ad,2022-02-25,1,0
MKT812302,C103023,New Year 2026,Social Media Ad,2025-04-26,1,1
MKT812303,C103023,Summer Sale 2025,Email,2021-12-23,1,0
MKT812304,C103023,Loyalty Rewards Q2 2026,Search Ad,2021-05-10,1,0
MKT812305,C103023,Loyalty Rewards Q2 2026,Push Notification,2025-08-11,1,0
MKT812306,C103023,Diwali Offer 2025,Search Ad,2022-11-11,1,0
MKT812307,C103023,Flash Sale July 2026,Push Notification,2025-05-01,1,0
MKT812308,C103023,Spring Refresh 2026,Social Media Ad,2025-08-28,1,0
MKT812309,C103024,Summer Sale 2025,Email,2026-03-23,1,0
MKT812310,C103024,Summer Sale 2025,Email,2024-04-23,1,0
MKT812311,C103024,Summer Sale 2025,Push Notification,2026-05-25,1,0
MKT812312,C103025,Spring Refresh 2026,Email,2023-07-10,0,0
MKT812313,C103025,New Year 2026,Push Notification,2024-01-10,1,0
MKT812314,C103025,Summer Sale 2025,Social Media Ad,2025-03-19,1,0
MKT812315,C103025,Summer Sale 2025,SMS,2025-09-27,1,0
MKT812316,C103025,Loyalty Rewards Q2 2026,Push Notification,2021-04-10,1,0
MKT812317,C103025,New Year 2026,Social Media Ad,2021-11-19,0,0
MKT812318,C103027,New Year 2026,Social Media Ad,2023-09-19,0,0
MKT812319,C103027,New Year 2026,SMS,2024-07-17,0,0
MKT812320,C103027,Black Friday 2025,Push Notification,2024-12-01,0,0
MKT812321,C103027,Diwali Offer 2025,Search Ad,2022-09-02,1,1
MKT812322,C103027,Diwali Offer 2025,Push Notification,2024-11-30,0,0
MKT812323,C103028,Loyalty Rewards Q2 2026,Push Notification,2024-10-27,0,0
MKT812324,C103028,Diwali Offer 2025,Social Media Ad,2022-12-27,1,0
MKT812325,C103028,Summer Sale 2025,Social Media Ad,2024-11-17,1,0
MKT812326,C103028,Black Friday 2025,Email,2023-02-09,0,0
MKT812327,C103029,Summer Sale 2025,Push Notification,2025-01-29,0,1
MKT812328,C103029,Black Friday 2025,Email,2023-07-13,1,1
MKT812329,C103031,Diwali Offer 2025,Email,2024-06-12,0,0
MKT812330,C103032,Spring Refresh 2026,Social Media Ad,2024-02-12,0,0
MKT812331,C103033,Loyalty Rewards Q2 2026,Social Media Ad,2023-06-07,1,0
MKT812332,C103033,Spring Refresh 2026,Email,2024-01-28,1,0
MKT812333,C103033,Spring Refresh 2026,Social Media Ad,2026-03-26,0,1
MKT812334,C103034,Diwali Offer 2025,Push Notification,2021-05-06,0,0
MKT812335,C103035,New Year 2026,Email,2022-07-29,0,0
MKT812336,C103035,Summer Sale 2025,Email,2021-01-31,1,0
MKT812337,C103035,Black Friday 2025,Social Media Ad,2021-06-10,1,0
MKT812338,C103035,New Year 2026,Push Notification,2026-03-08,1,0
MKT812339,C103036,Diwali Offer 2025,Push Notification,2023-09-16,1,0
MKT812340,C103036,Black Friday 2025,SMS,2022-12-17,1,0
MKT812341,C103036,Loyalty Rewards Q2 2026,SMS,2022-11-08,1,0
MKT812342,C103036,Black Friday 2025,SMS,2024-01-16,1,0
MKT812343,C103036,Diwali Offer 2025,Search Ad,2025-12-28,1,0
MKT812344,C103036,New Year 2026,Email,2023-03-04,0,0
MKT812345,C103036,Spring Refresh 2026,Push Notification,2026-05-29,0,0
MKT812346,C103036,Black Friday 2025,Push Notification,2024-07-29,1,0
MKT812347,C103038,Loyalty Rewards Q2 2026,Social Media Ad,2024-02-15,0,0
MKT812348,C103038,Black Friday 2025,Social Media Ad,2025-07-09,1,0
MKT812349,C103038,Black Friday 2025,Push Notification,2021-03-20,1,0
MKT812350,C103038,Black Friday 2025,Social Media Ad,2025-03-28,0,0
MKT812351,C103038,New Year 2026,Push Notification,2024-07-28,1,0
MKT812352,C103039,Loyalty Rewards Q2 2026,Search Ad,2022-05-14,1,0
MKT812353,C103039,Diwali Offer 2025,SMS,2023-10-22,1,0
MKT812354,C103039,Diwali Offer 2025,SMS,2022-05-04,1,0
MKT812355,C103039,Black Friday 2025,SMS,2021-10-19,0,0
MKT812356,C103039,Black Friday 2025,SMS,2022-07-05,0,0
MKT812357,C103039,Diwali Offer 2025,Email,2026-07-08,0,0
MKT812358,C103040,Summer Sale 2025,Social Media Ad,2022-07-02,1,1
MKT812359,C103040,Summer Sale 2025,Push Notification,2024-03-12,1,0
MKT812360,C103040,Flash Sale July 2026,SMS,2025-10-05,1,0
MKT812361,C103040,Spring Refresh 2026,Push Notification,2021-02-08,0,1
MKT812362,C103040,New Year 2026,Push Notification,2024-03-13,1,0
MKT812363,C103040,Loyalty Rewards Q2 2026,SMS,2024-06-26,0,0
MKT812364,C103040,Loyalty Rewards Q2 2026,Search Ad,2025-03-14,1,0
MKT812365,C103040,Summer Sale 2025,SMS,2021-07-22,1,0
MKT812366,C103040,Flash Sale July 2026,Email,2023-08-24,1,0
MKT812367,C103041,Diwali Offer 2025,Push Notification,2024-08-13,1,0
MKT812368,C103041,Flash Sale July 2026,Email,2022-02-16,0,0
MKT812369,C103041,Black Friday 2025,Social Media Ad,2025-06-20,1,0
MKT812370,C103041,Flash Sale July 2026,SMS,2021-07-30,1,0
MKT812371,C103042,Spring Refresh 2026,Email,2022-05-27,0,0
MKT812372,C103042,New Year 2026,Social Media Ad,2024-12-11,0,0
MKT812373,C103042,Flash Sale July 2026,Social Media Ad,2024-03-21,0,0
MKT812374,C103042,New Year 2026,Push Notification,2021-08-17,0,0
MKT812375,C103042,Loyalty Rewards Q2 2026,Push Notification,2024-03-21,0,0
MKT812376,C103043,Summer Sale 2025,SMS,2021-03-16,1,0
MKT812377,C103043,Loyalty Rewards Q2 2026,Social Media Ad,2026-03-06,0,0
MKT812378,C103043,Black Friday 2025,Push Notification,2022-04-06,1,0
MKT812379,C103043,Black Friday 2025,SMS,2023-11-01,0,0
MKT812380,C103043,Flash Sale July 2026,SMS,2025-09-04,0,0
MKT812381,C103043,Flash Sale July 2026,Search Ad,2022-09-14,1,1
MKT812382,C103043,Black Friday 2025,Email,2024-09-16,1,0
MKT812383,C103043,New Year 2026,Social Media Ad,2021-11-18,1,0
MKT812384,C103044,Summer Sale 2025,Social Media Ad,2022-03-10,0,0
MKT812385,C103044,Diwali Offer 2025,Social Media Ad,2024-01-18,1,0
MKT812386,C103044,Spring Refresh 2026,Social Media Ad,2021-10-16,1,0
MKT812387,C103044,Black Friday 2025,Push Notification,2025-12-22,0,0
MKT812388,C103045,Diwali Offer 2025,Push Notification,2021-11-12,0,0
MKT812389,C103045,New Year 2026,Push Notification,2022-04-04,1,0
MKT812390,C103045,Black Friday 2025,Push Notification,2021-12-25,0,0
MKT812391,C103045,Summer Sale 2025,Push Notification,2023-12-19,1,0
MKT812392,C103045,Black Friday 2025,Push Notification,2025-01-26,1,0
MKT812393,C103045,Black Friday 2025,Push Notification,2026-03-18,1,0
MKT812394,C103046,Flash Sale July 2026,Push Notification,2021-01-15,1,0
MKT812395,C103046,New Year 2026,SMS,2026-07-31,0,0
MKT812396,C103049,New Year 2026,Search Ad,2022-04-21,1,0
MKT812397,C103049,New Year 2026,Email,2026-06-29,0,0
MKT812398,C103049,Flash Sale July 2026,Social Media Ad,2023-10-05,1,0
MKT812399,C103049,Loyalty Rewards Q2 2026,Email,2021-08-05,1,0
MKT812400,C103049,Flash Sale July 2026,SMS,2022-11-27,1,0
MKT812401,C103049,New Year 2026,Push Notification,2023-10-21,1,0
MKT812402,C103049,Spring Refresh 2026,Search Ad,2022-01-31,0,0
MKT812403,C103050,Diwali Offer 2025,Search Ad,2021-07-14,1,0
MKT812404,C103050,Black Friday 2025,Email,2022-02-12,0,0
MKT812405,C103050,Summer Sale 2025,Push Notification,2022-03-18,1,0
MKT812406,C103050,Black Friday 2025,Push Notification,2022-02-02,1,0
MKT812407,C103050,Summer Sale 2025,Push Notification,2024-11-19,1,0
MKT812408,C103050,New Year 2026,Search Ad,2025-11-29,1,0
MKT812409,C103051,Loyalty Rewards Q2 2026,Social Media Ad,2024-10-17,1,0
MKT812410,C103051,Spring Refresh 2026,SMS,2024-12-29,0,0
MKT812411,C103051,Diwali Offer 2025,Email,2024-06-17,0,0
MKT812412,C103051,Black Friday 2025,Search Ad,2021-04-30,1,0
MKT812413,C103051,Flash Sale July 2026,Search Ad,2022-01-13,1,0
MKT812414,C103051,Diwali Offer 2025,SMS,2023-09-18,1,0
MKT812415,C103051,Spring Refresh 2026,Email,2024-05-21,1,0
MKT812416,C103051,Summer Sale 2025,Social Media Ad,2025-11-03,1,0
MKT812417,C103052,Spring Refresh 2026,Email,2024-12-15,1,0
MKT812418,C103052,Loyalty Rewards Q2 2026,Search Ad,2024-08-10,1,0
MKT812419,C103053,Spring Refresh 2026,Social Media Ad,2021-02-02,0,0
MKT812420,C103053,Spring Refresh 2026,SMS,2025-01-04,0,0
MKT812421,C103053,Black Friday 2025,Push Notification,2021-09-08,0,0
MKT812422,C103053,New Year 2026,Email,2024-09-26,1,0
MKT812423,C103054,Spring Refresh 2026,Search Ad,2021-08-16,1,0
MKT812424,C103054,Spring Refresh 2026,Push Notification,2026-05-25,0,1
MKT812425,C103054,Spring Refresh 2026,SMS,2026-02-14,1,0
MKT812426,C103054,Summer Sale 2025,Push Notification,2024-04-05,0,0
MKT812427,C103054,Loyalty Rewards Q2 2026,Email,2026-05-30,1,0
MKT812428,C103055,Summer Sale 2025,Email,2025-08-19,1,0
MKT812429,C103055,New Year 2026,Email,2026-06-30,0,0
MKT812430,C103055,Loyalty Rewards Q2 2026,Push Notification,2024-04-26,1,0
MKT812431,C103055,Summer Sale 2025,Email,2023-04-11,1,0
MKT812432,C103055,Black Friday 2025,Social Media Ad,2021-12-25,0,0
MKT812433,C103055,New Year 2026,SMS,2024-01-12,1,0
MKT812434,C103056,Spring Refresh 2026,Email,2023-06-10,1,0
MKT812435,C103056,Summer Sale 2025,Email,2021-05-21,0,0
MKT812436,C103056,Black Friday 2025,Search Ad,2023-05-10,1,0
MKT812437,C103056,Flash Sale July 2026,Email,2025-08-28,1,1
MKT812438,C103056,New Year 2026,Search Ad,2021-09-16,1,0
MKT812439,C103056,New Year 2026,Search Ad,2021-12-31,1,0
MKT812440,C103057,Spring Refresh 2026,Social Media Ad,2024-10-10,0,0
MKT812441,C103057,Flash Sale July 2026,Push Notification,2024-04-14,1,0
MKT812442,C103057,Summer Sale 2025,Search Ad,2024-11-07,1,0
MKT812443,C103057,New Year 2026,Email,2025-07-12,1,0
MKT812444,C103058,Summer Sale 2025,Social Media Ad,2024-11-29,1,0
MKT812445,C103058,Black Friday 2025,Email,2021-02-06,1,0
MKT812446,C103058,Black Friday 2025,SMS,2024-01-09,1,1
MKT812447,C103058,Black Friday 2025,SMS,2023-03-19,1,0
MKT812448,C103058,Diwali Offer 2025,Push Notification,2025-08-20,1,0
MKT812449,C103058,Flash Sale July 2026,Email,2023-09-17,1,0
MKT812450,C103058,Diwali Offer 2025,Search Ad,2024-02-06,1,0
MKT812451,C103058,New Year 2026,Push Notification,2025-07-07,0,0
MKT812452,C103059,Spring Refresh 2026,Email,2022-01-12,0,0
MKT812453,C103059,Loyalty Rewards Q2 2026,Push Notification,2022-07-23,1,0
MKT812454,C103059,Flash Sale July 2026,SMS,2025-10-13,1,0
MKT812455,C103059,Black Friday 2025,SMS,2023-12-11,0,0
MKT812456,C103059,Black Friday 2025,Search Ad,2024-09-10,1,0
MKT812457,C103060,Loyalty Rewards Q2 2026,Social Media Ad,2025-01-20,1,0
MKT812458,C103060,Flash Sale July 2026,SMS,2024-07-25,1,1
MKT812459,C103060,Summer Sale 2025,SMS,2025-12-03,0,0
MKT812460,C103061,Spring Refresh 2026,Push Notification,2023-12-01,1,0
MKT812461,C103061,Flash Sale July 2026,Social Media Ad,2021-08-08,1,0
MKT812462,C103061,Loyalty Rewards Q2 2026,Search Ad,2024-09-12,0,0
MKT812463,C103061,Summer Sale 2025,Social Media Ad,2022-10-01,1,1
MKT812464,C103061,New Year 2026,Push Notification,2021-12-02,0,0
MKT812465,C103061,New Year 2026,SMS,2021-04-11,1,0
MKT812466,C103061,Diwali Offer 2025,Search Ad,2021-12-14,1,0
MKT812467,C103061,Black Friday 2025,Push Notification,2023-03-28,0,0
MKT812468,C103061,Black Friday 2025,Social Media Ad,2021-01-25,1,0
MKT812469,C103061,Summer Sale 2025,Social Media Ad,2022-08-12,1,0
MKT812470,C103061,Loyalty Rewards Q2 2026,Email,2025-07-31,1,0
MKT812471,C103062,New Year 2026,Email,2024-07-22,1,0
MKT812472,C103062,Spring Refresh 2026,Push Notification,2026-04-17,0,0
MKT812473,C103062,Loyalty Rewards Q2 2026,Search Ad,2023-12-31,1,0
MKT812474,C103062,Diwali Offer 2025,Search Ad,2021-03-27,0,0
MKT812475,C103062,New Year 2026,SMS,2026-04-08,1,0
MKT812476,C103063,Flash Sale July 2026,Email,2023-01-24,0,1
MKT812477,C103064,New Year 2026,Push Notification,2024-04-05,1,0
MKT812478,C103064,Diwali Offer 2025,Push Notification,2026-01-11,0,0
MKT812479,C103064,Loyalty Rewards Q2 2026,Search Ad,2026-02-02,1,1
MKT812480,C103064,Summer Sale 2025,Push Notification,2023-04-15,1,0
MKT812481,C103064,Spring Refresh 2026,Social Media Ad,2024-11-10,1,0
MKT812482,C103064,Diwali Offer 2025,Email,2021-05-19,1,0
MKT812483,C103064,New Year 2026,Email,2024-03-28,0,0
MKT812484,C103065,Diwali Offer 2025,Social Media Ad,2023-04-23,0,0
MKT812485,C103066,Summer Sale 2025,Social Media Ad,2025-08-20,1,0
MKT812486,C103066,Diwali Offer 2025,Social Media Ad,2021-02-10,1,0
MKT812487,C103066,Diwali Offer 2025,Push Notification,2024-09-23,1,0
MKT812488,C103067,Diwali Offer 2025,Push Notification,2024-06-15,0,0
MKT812489,C103068,Spring Refresh 2026,Email,2023-10-21,0,0
MKT812490,C103068,Black Friday 2025,Email,2025-04-05,0,1
MKT812491,C103068,Flash Sale July 2026,SMS,2023-04-05,0,1
MKT812492,C103069,New Year 2026,Search Ad,2025-01-26,0,0
