ticket_id,customer_id,ticket_date,ticket_type,resolution_time_hours,csat_score,escalated
TKT703122,C102600,2025-12-25,General Inquiry,16.4,4,0
TKT703123,C102603,2022-07-28,Billing Issue,6.9,3,0
TKT703124,C102603,2022-03-01,General Inquiry,11.2,4,0
TKT703125,C102604,2026-04-23,Account Access,31.0,4,0
TKT703126,C102604,2026-07-28,Billing Issue,13.7,4,0
TKT703127,C102606,2026-05-29,Account Access,14.5,3,0
TKT703128,C102607,2022-01-07,Technical Support,13.6,3,0
TKT703129,C102608,2025-07-05,Refund Request,33.0,1,1
TKT703130,C102608,2024-12-10,Billing Issue,6.7,4,0
TKT703131,C102608,2026-03-16,Billing Issue,3.8,1,0
TKT703132,C102608,2024-08-31,Product Defect,9.0,1,0
TKT703133,C102610,2021-11-26,Product Defect,6.2,5,0
TKT703134,C102610,2023-09-03,Billing Issue,17.0,3,0
TKT703135,C102611,2026-08-08,Delivery Delay,34.5,1,0
TKT703136,C102611,2026-07-10,Delivery Delay,5.9,2,0
TKT703137,C102611,2026-06-30,General Inquiry,19.2,2,0
TKT703138,C102612,2025-06-10,Product Defect,32.1,4,0
TKT703139,C102612,2026-03-03,Return Request,2.7,5,1
TKT703140,C102614,2026-05-18,Billing Issue,32.1,4,0
TKT703141,C102615,2022-11-30,Technical Support,9.9,1,0
TKT703142,C102615,2025-11-04,Product Defect,16.9,1,0
TKT703143,C102615,2021-11-30,Product Defect,12.0,3,1
TKT703144,C102616,2025-06-09,Refund Request,12.6,1,0
TKT703145,C102616,2023-03-31,Refund Request,13.4,2,0
TKT703146,C102618,2026-07-07,Refund Request,15.6,4,0
TKT703147,C102619,2026-08-03,Account Access,29.1,2,0
TKT703148,C102621,2024-07-15,Delivery Delay,15.4,2,1
TKT703149,C102622,2026-02-01,Account Access,4.5,4,0
TKT703150,C102623,2025-07-13,Refund Request,3.4,3,0
TKT703151,C102624,2024-12-28,General Inquiry,12.0,1,0
TKT703152,C102624,2026-05-24,Return Request,21.6,1,0
TKT703153,C102625,2024-08-30,General Inquiry,3.4,3,0
TKT703154,C102626,2024-03-15,Account Access,20.7,3,0
TKT703155,C102626,2024-06-17,Refund Request,3.8,2,0
TKT703156,C102627,2023-05-12,Account Access,12.2,1,0
TKT703157,C102631,2026-07-20,General Inquiry,13.6,1,1
TKT703158,C102631,2026-03-08,Refund Request,28.4,1,0
TKT703159,C102631,2026-02-05,Refund Request,14.4,2,0
TKT703160,C102631,2026-03-16,Refund Request,3.7,2,0
TKT703161,C102633,2024-07-02,Account Access,6.8,4,0
TKT703162,C102633,2026-07-11,Return Request,11.1,4,0
TKT703163,C102634,2024-01-02,Account Access,7.2,4,0
TKT703164,C102636,2025-10-05,Delivery Delay,9.0,2,0
TKT703165,C102636,2025-08-02,Product Defect,13.9,1,0
TKT703166,C102639,2026-04-14,Product Defect,21.8,1,0
TKT703167,C102640,2026-07-13,Delivery Delay,91.4,1,1
TKT703168,C102640,2026-07-06,Delivery Delay,17.3,2,0
TKT703169,C102642,2025-08-08,Account Access,8.0,3,0
TKT703170,C102642,2023-08-20,Billing Issue,5.4,1,0
TKT703171,C102644,2026-07-15,Account Access,7.6,3,0
TKT703172,C102646,2024-03-05,Billing Issue,2.3,1,0
TKT703173,C102646,2026-06-07,Delivery Delay,15.1,2,0
TKT703174,C102647,2026-05-14,Account Access,21.1,1,0
TKT703175,C102648,2026-07-19,Product Defect,4.8,2,0
TKT703176,C102649,2025-06-29,Technical Support,14.6,4,0
TKT703177,C102650,2024-12-26,Product Defect,12.0,2,0
TKT703178,C102650,2024-11-19,General Inquiry,2.5,4,1
TKT703179,C102651,2025-02-25,General Inquiry,6.7,1,0
TKT703180,C102651,2026-03-02,General Inquiry,20.0,2,0
TKT703181,C102653,2023-10-12,Refund Request,3.8,1,1
TKT703182,C102654,2026-07-24,Account Access,14.3,1,1
TKT703183,C102654,2026-07-24,Account Access,8.7,2,0
TKT703184,C102654,2026-07-30,Product Defect,2.9,1,1
TKT703185,C102655,2022-11-15,Billing Issue,19.3,4,0
TKT703186,C102656,2026-01-28,Billing Issue,16.0,2,1
TKT703187,C102657,2026-06-05,Delivery Delay,9.4,1,0
TKT703188,C102657,2024-06-01,Technical Support,25.0,3,0
TKT703189,C102657,2022-05-23,Billing Issue,5.0,2,0
TKT703190,C102658,2023-04-05,Product Defect,56.3,2,0
TKT703191,C102658,2024-11-18,Refund Request,31.2,1,0
TKT703192,C102659,2026-01-02,Refund Request,14.6,4,0
TKT703193,C102660,2023-04-02,Account Access,9.1,4,1
TKT703194,C102661,2024-10-19,Account Access,16.2,2,0
TKT703195,C102661,2026-07-05,Delivery Delay,2.3,3,0
TKT703196,C102665,2024-12-13,Delivery Delay,19.0,1,0
TKT703197,C102668,2024-10-08,Product Defect,9.1,1,0
TKT703198,C102668,2024-12-25,Product Defect,26.3,2,0
TKT703199,C102669,2025-06-03,General Inquiry,18.3,3,0
TKT703200,C102670,2025-10-06,Return Request,20.3,2,0
TKT703201,C102670,2026-02-13,Delivery Delay,3.7,3,0
TKT703202,C102673,2025-09-18,Technical Support,9.2,2,0
TKT703203,C102673,2026-08-09,Refund Request,17.6,2,0
TKT703204,C102674,2022-11-03,Product Defect,14.1,3,1
TKT703205,C102674,2022-06-17,Return Request,11.3,1,0
TKT703206,C102675,2025-09-02,Technical Support,14.3,2,1
TKT703207,C102675,2025-08-20,Product Defect,15.0,3,0
TKT703208,C102675,2026-01-01,Product Defect,35.6,2,0
TKT703209,C102678,2023-07-14,Billing Issue,2.0,2,1
TKT703210,C102680,2023-12-25,Product Defect,14.2,1,1
TKT703211,C102680,2024-05-20,Delivery Delay,17.1,3,0
TKT703212,C102681,2026-03-04,Product Defect,10.8,1,1
TKT703213,C102683,2026-07-19,Technical Support,4.1,2,0
TKT703214,C102685,2025-11-15,Delivery Delay,15.1,1,0
TKT703215,C102686,2025-10-22,Return Request,15.9,5,0
TKT703216,C102688,2026-05-04,General Inquiry,42.1,1,0
TKT703217,C102690,2026-04-14,Billing Issue,8.5,1,0
TKT703218,C102690,2025-09-08,Account Access,9.3,1,0
TKT703219,C102690,2025-07-03,Refund Request,11.4,1,0
TKT703220,C102690,2025-09-21,Account Access,7.1,2,1
TKT703221,C102690,2025-10-10,Return Request,34.3,1,1
TKT703222,C102690,2026-05-05,Account Access,25.1,1,0
TKT703223,C102691,2026-07-08,Technical Support,36.8,1,1
TKT703224,C102691,2026-05-17,Technical Support,29.6,1,1
TKT703225,C102691,2026-05-20,Technical Support,12.0,1,0
TKT703226,C102691,2026-07-04,Delivery Delay,32.7,1,0
TKT703227,C102692,2026-02-27,Billing Issue,5.0,1,0
TKT703228,C102693,2025-07-16,Delivery Delay,9.9,4,0
TKT703229,C102694,2022-06-25,Technical Support,6.6,4,0
TKT703230,C102694,2022-07-07,Delivery Delay,7.2,5,0
TKT703231,C102695,2026-03-11,Product Defect,21.3,3,0
TKT703232,C102696,2026-03-21,Delivery Delay,47.2,3,0
TKT703233,C102697,2025-06-29,Delivery Delay,14.1,3,0
TKT703234,C102697,2026-03-14,Billing Issue,26.9,4,0
TKT703235,C102698,2024-09-11,Billing Issue,10.3,1,0
TKT703236,C102699,2026-07-25,General Inquiry,23.9,2,0
TKT703237,C102700,2024-05-14,Delivery Delay,13.8,1,1
TKT703238,C102700,2024-02-02,Return Request,19.7,2,0
TKT703239,C102700,2025-08-15,Account Access,7.0,2,0
TKT703240,C102700,2024-12-25,Refund Request,7.5,2,0
TKT703241,C102701,2026-03-30,Delivery Delay,14.8,3,0
TKT703242,C102702,2025-09-24,Return Request,14.1,1,0
TKT703243,C102702,2025-01-26,Product Defect,21.2,1,0
TKT703244,C102702,2022-07-21,Account Access,57.8,3,0
TKT703245,C102703,2024-05-25,Delivery Delay,37.7,3,1
TKT703246,C102704,2025-10-23,Billing Issue,4.5,1,0
TKT703247,C102705,2026-02-01,Billing Issue,3.9,1,0
TKT703248,C102705,2025-12-06,Billing Issue,19.7,2,0
TKT703249,C102705,2025-02-14,Return Request,13.1,4,0
TKT703250,C102706,2025-09-23,Delivery Delay,18.3,5,0
TKT703251,C102709,2026-06-17,Product Defect,23.4,3,0
TKT703252,C102710,2026-04-01,Return Request,11.9,5,0
TKT703253,C102712,2023-02-15,Return Request,6.1,5,1
TKT703254,C102716,2026-01-01,Return Request,2.3,3,0
TKT703255,C102717,2025-08-18,Billing Issue,18.5,1,0
TKT703256,C102717,2026-02-24,Billing Issue,39.8,1,0
TKT703257,C102717,2025-08-31,Technical Support,6.7,1,1
TKT703258,C102718,2025-05-26,Technical Support,4.5,2,0
TKT703259,C102719,2026-05-17,Billing Issue,3.7,1,0
TKT703260,C102719,2026-05-17,Billing Issue,11.6,1,0
TKT703261,C102720,2026-05-31,Return Request,15.5,3,0
TKT703262,C102720,2024-10-01,Refund Request,12.9,1,0
TKT703263,C102720,2023-10-29,Refund Request,3.2,3,0
TKT703264,C102720,2026-06-24,Account Access,39.3,1,0
TKT703265,C102722,2026-04-30,General Inquiry,29.1,2,1
TKT703266,C102722,2025-03-10,Billing Issue,32.6,5,0
TKT703267,C102723,2025-10-27,Billing Issue,6.1,3,0
TKT703268,C102726,2025-05-27,General Inquiry,9.7,3,0
TKT703269,C102727,2026-03-02,Delivery Delay,19.2,1,0
TKT703270,C102729,2025-04-18,Account Access,37.2,5,0
TKT703271,C102730,2024-05-22,Account Access,65.8,1,1
TKT703272,C102730,2022-08-30,Account Access,14.4,1,0
TKT703273,C102732,2025-10-29,Technical Support,5.1,1,0
TKT703274,C102733,2026-04-29,Return Request,34.5,1,0
TKT703275,C102733,2025-10-25,Technical Support,14.4,3,1
TKT703276,C102733,2025-08-04,Billing Issue,10.3,4,0
TKT703277,C102735,2025-01-17,Refund Request,20.4,3,0
TKT703278,C102736,2026-07-03,General Inquiry,44.3,1,0
TKT703279,C102736,2026-02-10,General Inquiry,21.8,2,1
TKT703280,C102737,2024-08-21,General Inquiry,21.4,1,0
TKT703281,C102737,2024-03-11,Return Request,10.1,3,0
TKT703282,C102739,2024-12-26,Billing Issue,10.7,2,0
TKT703283,C102742,2026-06-19,Return Request,25.7,4,0
TKT703284,C102742,2026-03-04,Delivery Delay,11.4,3,0
TKT703285,C102743,2023-11-19,Refund Request,9.4,4,0
TKT703286,C102744,2023-08-04,General Inquiry,6.9,2,1
TKT703287,C102744,2024-06-19,Refund Request,27.3,1,0
TKT703288,C102745,2024-11-13,Product Defect,16.1,1,1
TKT703289,C102747,2022-01-23,Technical Support,5.6,3,1
TKT703290,C102747,2024-07-15,General Inquiry,4.7,5,0
TKT703291,C102749,2026-07-06,Technical Support,40.3,2,1
TKT703292,C102750,2023-02-08,Billing Issue,28.4,2,0
TKT703293,C102750,2025-04-08,Return Request,20.6,2,0
TKT703294,C102751,2023-11-03,General Inquiry,11.6,2,0
TKT703295,C102752,2025-09-02,General Inquiry,5.6,1,0
TKT703296,C102752,2026-07-13,Account Access,12.1,1,0
TKT703297,C102752,2025-05-04,Delivery Delay,15.7,2,0
TKT703298,C102753,2025-09-17,Billing Issue,11.2,5,0
TKT703299,C102755,2026-06-29,Account Access,5.2,4,1
TKT703300,C102756,2022-01-13,Technical Support,17.9,1,0
TKT703301,C102756,2021-04-25,Billing Issue,25.1,1,0
TKT703302,C102756,2021-10-11,Delivery Delay,1.6,2,0
TKT703303,C102758,2024-10-17,Refund Request,14.6,2,0
TKT703304,C102759,2026-08-06,General Inquiry,3.8,2,0
TKT703305,C102759,2026-07-25,Delivery Delay,22.6,1,0
TKT703306,C102760,2025-11-05,Product Defect,26.9,2,1
TKT703307,C102761,2026-02-05,Delivery Delay,19.4,3,0
TKT703308,C102765,2024-08-11,Account Access,17.9,2,0
TKT703309,C102768,2024-02-24,Refund Request,7.9,1,0
TKT703310,C102768,2025-06-07,Product Defect,20.0,1,0
TKT703311,C102768,2024-11-23,General Inquiry,16.3,2,0
TKT703312,C102772,2026-03-04,Product Defect,10.1,2,0
TKT703313,C102772,2026-04-25,Billing Issue,29.5,4,0
TKT703314,C102772,2026-01-27,Product Defect,12.2,3,0
TKT703315,C102774,2022-05-25,Billing Issue,26.9,2,0
TKT703316,C102774,2026-07-16,Return Request,16.9,1,0
TKT703317,C102774,2021-06-04,Billing Issue,18.4,2,0
TKT703318,C102774,2021-10-05,General Inquiry,40.5,2,0
TKT703319,C102774,2022-06-30,Billing Issue,4.4,1,0
TKT703320,C102775,2026-07-17,Account Access,5.1,2,1
TKT703321,C102776,2024-08-15,Account Access,16.7,1,0
TKT703322,C102778,2026-06-11,Product Defect,35.6,4,0
TKT703323,C102778,2026-08-07,Account Access,17.0,2,0
TKT703324,C102779,2026-07-30,Account Access,8.1,4,0
TKT703325,C102780,2026-04-25,Product Defect,7.0,3,0
TKT703326,C102783,2025-11-18,Return Request,10.6,3,0
TKT703327,C102785,2025-11-19,Product Defect,8.0,3,0
TKT703328,C102787,2026-01-09,Technical Support,7.1,1,0
TKT703329,C102788,2024-04-07,Return Request,7.1,1,0
TKT703330,C102788,2022-04-11,Refund Request,6.6,1,0
TKT703331,C102788,2025-11-22,General Inquiry,15.7,1,0
TKT703332,C102789,2026-08-02,Billing Issue,12.9,4,1
TKT703333,C102793,2025-06-24,Delivery Delay,7.1,1,0
TKT703334,C102793,2026-02-26,Return Request,4.5,3,0
TKT703335,C102796,2025-03-07,Technical Support,13.8,1,1
TKT703336,C102796,2025-09-07,Refund Request,71.9,1,0
TKT703337,C102799,2026-04-18,Technical Support,16.4,5,0
TKT703338,C102799,2024-08-24,General Inquiry,41.8,5,0
TKT703339,C102800,2026-03-02,Account Access,7.9,3,0
TKT703340,C102800,2025-03-30,General Inquiry,5.3,3,0
TKT703341,C102801,2025-10-31,Return Request,3.7,1,0
TKT703342,C102801,2025-12-04,Return Request,26.4,1,0
TKT703343,C102801,2025-10-19,Product Defect,18.4,1,0
TKT703344,C102801,2026-02-02,Billing Issue,15.1,1,1
TKT703345,C102801,2026-03-24,Billing Issue,28.0,1,0
TKT703346,C102801,2025-12-27,Technical Support,35.1,1,0
TKT703347,C102803,2024-03-25,Billing Issue,7.5,2,0
TKT703348,C102803,2025-02-15,Account Access,7.4,3,1
TKT703349,C102804,2022-09-25,Refund Request,8.3,2,0
TKT703350,C102806,2026-01-16,Product Defect,24.2,2,0
TKT703351,C102806,2024-10-24,Product Defect,11.7,3,1
TKT703352,C102806,2024-10-24,General Inquiry,13.6,2,1
TKT703353,C102806,2023-03-17,Technical Support,15.6,3,0
TKT703354,C102806,2023-02-20,Billing Issue,8.5,1,1
TKT703355,C102807,2023-11-26,Technical Support,14.8,3,0
TKT703356,C102807,2024-08-31,Delivery Delay,17.5,2,0
TKT703357,C102807,2024-11-15,Return Request,3.8,4,0
TKT703358,C102810,2024-06-03,Account Access,24.4,3,1
TKT703359,C102810,2025-07-26,Billing Issue,11.0,4,0
TKT703360,C102817,2023-03-28,Return Request,3.7,2,0
TKT703361,C102819,2025-05-16,Refund Request,19.4,4,0
TKT703362,C102820,2024-01-28,Refund Request,16.7,4,0
TKT703363,C102820,2023-07-07,Billing Issue,6.7,3,0
TKT703364,C102821,2026-06-13,Return Request,37.3,1,0
TKT703365,C102821,2026-08-01,Refund Request,15.3,1,1
TKT703366,C102822,2026-01-30,General Inquiry,1.3,4,0
TKT703367,C102823,2026-06-27,Billing Issue,23.1,4,0
TKT703368,C102824,2024-08-26,General Inquiry,45.1,3,1
TKT703369,C102825,2026-03-04,Technical Support,12.9,4,0
TKT703370,C102826,2023-08-26,Refund Request,1.9,2,0
TKT703371,C102826,2022-10-08,Return Request,14.6,2,1
TKT703372,C102826,2022-07-31,Billing Issue,9.8,1,0
TKT703373,C102827,2026-05-08,Billing Issue,2.9,3,0
TKT703374,C102828,2026-07-18,Billing Issue,9.1,3,0
TKT703375,C102830,2025-09-06,Account Access,37.5,2,0
TKT703376,C102830,2025-03-09,Technical Support,5.7,3,1
TKT703377,C102832,2025-08-14,Return Request,12.4,2,0
TKT703378,C102832,2026-07-17,Technical Support,14.1,1,0
TKT703379,C102833,2024-07-19,Account Access,4.6,5,0
TKT703380,C102833,2025-02-20,General Inquiry,5.9,4,0
TKT703381,C102833,2024-01-15,Refund Request,7.1,3,0
TKT703382,C102839,2024-07-20,Billing Issue,0.2,4,0
TKT703383,C102839,2022-03-12,Product Defect,13.6,3,0
TKT703384,C102840,2026-03-13,Account Access,2.2,1,1
TKT703385,C102840,2026-03-25,Delivery Delay,30.4,1,0
TKT703386,C102840,2026-03-09,Return Request,42.6,1,0
TKT703387,C102841,2025-02-15,Product Defect,18.2,1,0
TKT703388,C102842,2025-08-30,Delivery Delay,9.3,2,0
TKT703389,C102842,2026-06-26,Return Request,19.0,1,0
TKT703390,C102844,2025-12-20,Refund Request,5.9,3,0
TKT703391,C102845,2023-04-16,General Inquiry,24.2,2,0
TKT703392,C102846,2022-05-22,Return Request,8.0,3,1
TKT703393,C102846,2024-01-28,General Inquiry,6.8,4,0
TKT703394,C102847,2026-07-20,Refund Request,20.9,3,0
TKT703395,C102849,2024-01-16,Return Request,9.8,1,1
TKT703396,C102849,2025-11-12,Technical Support,5.6,1,0
TKT703397,C102850,2024-09-02,Technical Support,11.4,3,0
TKT703398,C102853,2022-09-19,Billing Issue,15.7,1,0
TKT703399,C102853,2023-02-22,Product Defect,6.7,2,0
TKT703400,C102853,2024-01-09,Delivery Delay,8.2,1,1
TKT703401,C102854,2026-07-11,Return Request,10.8,3,0
TKT703402,C102854,2025-05-17,Product Defect,9.5,3,0
TKT703403,C102854,2024-09-28,Billing Issue,4.0,3,0
TKT703404,C102856,2025-05-18,Product Defect,8.5,3,0
TKT703405,C102857,2025-04-19,Billing Issue,8.2,4,0
TKT703406,C102858,2025-05-28,General Inquiry,5.3,1,0
TKT703407,C102858,2025-01-13,General Inquiry,13.0,4,1
TKT703408,C102859,2024-07-23,Delivery Delay,0.9,5,0
TKT703409,C102860,2026-01-21,General Inquiry,24.6,2,0
TKT703410,C102861,2023-05-29,Return Request,57.9,1,0
TKT703411,C102862,2026-05-28,Account Access,4.6,4,0
TKT703412,C102863,2024-04-12,Account Access,14.6,3,0
TKT703413,C102863,2024-06-19,Billing Issue,31.4,1,0
TKT703414,C102865,2026-02-09,Delivery Delay,8.6,3,0
TKT703415,C102866,2024-06-03,Billing Issue,23.9,1,0
TKT703416,C102866,2025-10-23,Technical Support,8.2,1,1
TKT703417,C102866,2025-08-06,Billing Issue,28.5,1,0
TKT703418,C102866,2026-07-14,Account Access,19.0,2,0
TKT703419,C102866,2025-09-24,Delivery Delay,15.3,1,0
TKT703420,C102869,2025-11-18,Refund Request,29.7,3,0
TKT703421,C102869,2026-05-05,Delivery Delay,9.3,2,0
TKT703422,C102871,2023-06-22,Account Access,5.1,2,0
TKT703423,C102871,2024-12-08,Technical Support,8.9,1,0
TKT703424,C102872,2026-03-05,Product Defect,23.2,1,0
TKT703425,C102874,2025-01-10,Refund Request,10.2,1,0
TKT703426,C102874,2025-10-30,Return Request,3.9,2,0
TKT703427,C102874,2022-07-28,Technical Support,15.7,1,0
TKT703428,C102874,2025-11-12,Delivery Delay,14.3,1,0
TKT703429,C102875,2022-12-16,Refund Request,8.5,4,0
TKT703430,C102875,2023-01-19,Billing Issue,8.1,4,0
TKT703431,C102877,2024-03-26,General Inquiry,22.1,1,0
TKT703432,C102877,2024-03-02,Account Access,5.8,2,1
TKT703433,C102877,2025-12-27,General Inquiry,32.5,1,1
TKT703434,C102878,2025-08-28,Product Defect,32.8,1,0
TKT703435,C102878,2024-05-08,Technical Support,6.4,1,0
TKT703436,C102879,2026-06-19,Technical Support,21.9,2,0
TKT703437,C102879,2026-06-02,Delivery Delay,7.5,1,0
TKT703438,C102880,2022-08-23,General Inquiry,9.4,3,0
TKT703439,C102881,2021-03-06,Technical Support,41.3,1,0
TKT703440,C102881,2025-11-17,Delivery Delay,1.5,1,0
TKT703441,C102881,2024-01-08,Delivery Delay,8.4,2,0
TKT703442,C102881,2021-07-22,General Inquiry,10.8,1,0
TKT703443,C102881,2023-09-22,Return Request,11.5,3,0
TKT703444,C102882,2024-10-28,Refund Request,12.3,3,0
TKT703445,C102883,2024-12-25,Billing Issue,12.4,1,0
TKT703446,C102883,2025-05-02,Product Defect,37.3,1,0
TKT703447,C102883,2025-07-27,Technical Support,2.5,3,0
TKT703448,C102883,2024-10-07,Refund Request,10.9,3,0
TKT703449,C102885,2026-07-24,Technical Support,10.7,2,0
TKT703450,C102885,2025-11-23,Billing Issue,4.8,1,0
TKT703451,C102886,2026-03-29,Product Defect,30.3,1,0
TKT703452,C102887,2026-04-18,Delivery Delay,11.9,4,0
TKT703453,C102887,2025-11-01,General Inquiry,3.5,5,0
TKT703454,C102888,2025-11-24,Product Defect,24.4,3,0
TKT703455,C102888,2026-06-11,Refund Request,16.7,3,1
TKT703456,C102889,2026-04-15,Technical Support,8.9,3,0
TKT703457,C102889,2026-05-26,Return Request,5.4,4,1
TKT703458,C102889,2026-06-18,Refund Request,18.4,2,0
TKT703459,C102891,2026-02-10,General Inquiry,33.4,2,0
TKT703460,C102893,2026-02-02,Product Defect,16.1,1,0
TKT703461,C102893,2026-06-07,Return Request,2.2,1,0
TKT703462,C102893,2026-02-27,Product Defect,16.4,1,1
TKT703463,C102893,2025-10-04,Refund Request,25.6,1,1
TKT703464,C102893,2025-04-26,Technical Support,29.7,1,0
TKT703465,C102894,2023-03-05,Return Request,15.3,1,0
TKT703466,C102894,2024-09-15,Product Defect,15.2,2,0
TKT703467,C102894,2022-11-15,Product Defect,15.8,2,0
TKT703468,C102895,2026-03-05,Billing Issue,13.4,2,0
TKT703469,C102895,2026-04-26,Account Access,15.1,2,0
TKT703470,C102896,2026-03-12,Return Request,22.0,1,0
TKT703471,C102896,2026-06-10,Refund Request,5.8,1,0
TKT703472,C102896,2026-04-22,General Inquiry,0.1,1,1
TKT703473,C102897,2025-05-23,Billing Issue,8.9,2,0
TKT703474,C102897,2025-04-28,Refund Request,11.3,3,1
TKT703475,C102898,2026-02-13,Return Request,4.2,3,0
TKT703476,C102898,2025-07-19,Return Request,7.3,2,0
TKT703477,C102899,2025-01-17,General Inquiry,7.0,3,0
TKT703478,C102902,2023-10-06,General Inquiry,4.8,5,0
TKT703479,C102903,2022-06-28,Refund Request,14.5,3,0
TKT703480,C102903,2026-06-13,Billing Issue,24.9,1,0
TKT703481,C102903,2025-06-01,Return Request,21.2,3,0
TKT703482,C102904,2024-09-22,Refund Request,5.6,1,0
TKT703483,C102904,2026-01-23,Delivery Delay,6.8,1,1
TKT703484,C102904,2026-06-20,Refund Request,40.1,1,0
TKT703485,C102905,2024-06-14,Technical Support,17.0,1,0
TKT703486,C102907,2025-01-17,Billing Issue,21.1,2,0
TKT703487,C102908,2023-11-22,Product Defect,4.6,4,0
TKT703488,C102909,2022-10-04,General Inquiry,14.6,3,0
TKT703489,C102910,2025-11-16,Delivery Delay,1.5,4,1
TKT703490,C102911,2025-06-16,Return Request,28.4,1,0
TKT703491,C102911,2025-01-15,Delivery Delay,9.8,1,0
TKT703492,C102911,2024-09-10,Technical Support,4.8,3,0
TKT703493,C102911,2024-09-17,Account Access,10.9,2,1
TKT703494,C102912,2026-06-26,General Inquiry,15.9,4,0
TKT703495,C102913,2025-05-11,Delivery Delay,51.8,2,0
TKT703496,C102913,2025-01-09,Account Access,46.5,1,0
TKT703497,C102914,2022-05-24,General Inquiry,11.0,1,0
TKT703498,C102914,2022-07-10,Refund Request,15.8,2,0
TKT703499,C102914,2025-09-19,Delivery Delay,12.9,2,1
TKT703500,C102917,2024-07-10,Technical Support,8.4,4,0
TKT703501,C102917,2023-07-22,Return Request,6.1,3,0
TKT703502,C102917,2025-07-22,Account Access,11.6,3,1
TKT703503,C102917,2023-10-26,Product Defect,31.4,3,0
TKT703504,C102917,2024-09-05,General Inquiry,20.5,5,1
TKT703505,C102918,2026-06-09,Return Request,18.9,2,0
TKT703506,C102918,2026-02-16,Account Access,22.5,3,0
TKT703507,C102919,2024-09-11,Technical Support,14.7,2,0
TKT703508,C102919,2021-10-30,Billing Issue,9.5,3,0
TKT703509,C102919,2026-03-11,Technical Support,17.9,2,0
TKT703510,C102921,2026-03-03,Return Request,17.8,1,0
TKT703511,C102921,2026-06-21,Delivery Delay,14.9,1,0
TKT703512,C102921,2026-04-24,Delivery Delay,27.7,1,0
TKT703513,C102922,2024-07-13,Refund Request,7.5,4,0
TKT703514,C102924,2026-05-21,Billing Issue,9.5,2,0
TKT703515,C102925,2026-07-14,Delivery Delay,4.5,2,0
TKT703516,C102927,2024-05-05,Account Access,8.0,3,0
TKT703517,C102929,2026-07-03,Billing Issue,11.9,2,0
TKT703518,C102929,2026-05-09,Technical Support,39.4,2,0
TKT703519,C102931,2024-12-01,Refund Request,6.1,4,1
TKT703520,C102935,2026-06-09,Refund Request,8.4,2,0
TKT703521,C102935,2023-07-25,General Inquiry,1.7,2,0
TKT703522,C102936,2025-10-13,General Inquiry,9.0,4,0
TKT703523,C102936,2025-11-11,Product Defect,2.4,3,0
TKT703524,C102937,2025-12-03,Product Defect,8.9,1,0
TKT703525,C102937,2026-02-04,Product Defect,26.7,1,0
TKT703526,C102939,2026-03-11,General Inquiry,5.5,2,0
TKT703527,C102942,2021-10-22,Technical Support,6.2,3,0
TKT703528,C102942,2023-05-20,Refund Request,6.0,2,0
TKT703529,C102942,2024-03-14,Billing Issue,10.3,1,0
TKT703530,C102942,2023-08-13,Technical Support,7.6,2,0
TKT703531,C102944,2025-12-06,Account Access,6.4,3,0
TKT703532,C102944,2026-01-17,Product Defect,6.3,1,0
TKT703533,C102945,2026-06-30,Product Defect,18.4,2,0
TKT703534,C102945,2026-03-27,Product Defect,17.1,1,0
TKT703535,C102945,2025-11-20,Delivery Delay,8.5,3,0
TKT703536,C102946,2026-01-17,Return Request,3.5,2,0
TKT703537,C102946,2026-08-07,Return Request,7.1,2,0
TKT703538,C102947,2026-03-14,General Inquiry,1.0,3,0
TKT703539,C102948,2026-03-28,Delivery Delay,1.2,1,0
TKT703540,C102950,2024-08-30,Refund Request,3.6,1,0
TKT703541,C102952,2025-08-04,Refund Request,49.8,1,1
TKT703542,C102952,2024-09-17,Account Access,4.3,1,0
TKT703543,C102953,2024-04-01,Return Request,11.6,2,0
TKT703544,C102954,2026-06-06,Account Access,4.5,1,0
TKT703545,C102954,2026-08-09,Delivery Delay,11.2,4,1
TKT703546,C102954,2026-03-24,Refund Request,4.3,2,0
TKT703547,C102955,2026-07-04,Billing Issue,29.8,1,1
TKT703548,C102955,2026-07-15,Return Request,18.7,2,0
TKT703549,C102956,2026-05-12,Return Request,14.8,1,1
TKT703550,C102956,2024-09-04,Delivery Delay,19.9,2,0
TKT703551,C102956,2026-05-12,Return Request,24.2,2,0
TKT703552,C102957,2024-08-12,General Inquiry,22.3,4,0
TKT703553,C102957,2023-09-07,General Inquiry,6.7,2,0
TKT703554,C102958,2023-01-27,Return Request,3.8,1,0
TKT703555,C102958,2023-01-03,General Inquiry,5.0,1,0
TKT703556,C102958,2025-07-07,Billing Issue,10.3,2,0
TKT703557,C102962,2025-08-03,Refund Request,2.7,1,0
TKT703558,C102962,2025-11-22,Refund Request,17.4,1,0
TKT703559,C102962,2026-01-09,Account Access,21.1,1,0
TKT703560,C102962,2026-02-03,Refund Request,19.0,1,0
TKT703561,C102962,2026-03-20,Product Defect,21.9,1,1
TKT703562,C102963,2025-11-02,Technical Support,51.4,2,0
TKT703563,C102963,2025-05-20,General Inquiry,20.2,1,0
TKT703564,C102964,2026-07-12,Delivery Delay,10.1,3,1
TKT703565,C102966,2025-08-26,Account Access,43.6,1,0
TKT703566,C102967,2026-08-09,Return Request,22.5,3,0
TKT703567,C102967,2026-08-08,Billing Issue,13.1,2,0
