session_id,customer_id,session_date,pages_viewed,time_on_site_min,device,added_to_cart,traffic_source
WEB938907,C103055,2026-07-04,6,4.9,Desktop,0,Direct
WEB938908,C103055,2026-05-15,10,6.6,Mobile,0,Direct
WEB938909,C103055,2026-03-30,7,6.4,Mobile,0,Organic Search
WEB938910,C103055,2026-08-09,10,11.5,Mobile,0,Social
WEB938911,C103055,2026-05-13,8,11.0,Mobile,0,Paid Search
WEB938912,C103055,2026-06-26,5,4.8,Tablet,0,Organic Search
WEB938913,C103055,2026-07-17,11,10.3,Tablet,0,Direct
WEB938914,C103055,2026-07-30,14,8.0,Mobile,0,Email
WEB938915,C103055,2026-03-10,8,7.9,Mobile,0,Email
WEB938916,C103055,2026-05-24,8,9.2,Mobile,0,Direct
WEB938917,C103055,2026-04-02,8,7.8,Mobile,0,Paid Search
WEB938918,C103056,2025-01-08,7,7.2,Mobile,0,Paid Search
WEB938919,C103056,2025-12-18,8,10.5,Mobile,1,Social
WEB938920,C103056,2025-05-15,11,10.5,Mobile,1,Social
WEB938921,C103056,2026-06-11,11,12.0,Mobile,0,Social
WEB938922,C103056,2024-08-21,13,11.4,Mobile,0,Paid Search
WEB938923,C103056,2024-10-08,10,8.1,Mobile,0,Organic Search
WEB938924,C103056,2026-06-05,7,8.5,Desktop,0,Paid Search
WEB938925,C103056,2024-11-13,7,6.6,Mobile,0,Organic Search
WEB938926,C103056,2024-02-12,8,4.8,Mobile,1,Paid Search
WEB938927,C103056,2026-06-10,12,11.6,Desktop,0,Social
WEB938928,C103056,2025-10-22,7,6.0,Desktop,0,Organic Search
WEB938929,C103056,2024-04-21,6,6.3,Mobile,0,Direct
WEB938930,C103056,2026-01-29,5,9.2,Mobile,0,Social
WEB938931,C103056,2026-01-24,9,6.0,Desktop,0,Social
WEB938932,C103056,2024-03-25,9,18.1,Mobile,0,Email
WEB938933,C103056,2025-04-25,15,11.0,Mobile,0,Paid Search
WEB938934,C103057,2024-11-01,8,5.7,Mobile,1,Paid Search
WEB938935,C103057,2024-07-27,5,5.9,Mobile,1,Organic Search
WEB938936,C103057,2024-11-28,7,7.4,Desktop,0,Organic Search
WEB938937,C103057,2023-11-20,11,7.1,Mobile,0,Social
WEB938938,C103057,2024-02-18,11,7.9,Mobile,0,Paid Search
WEB938939,C103057,2025-10-12,9,9.0,Mobile,0,Paid Search
WEB938940,C103057,2025-02-09,8,11.2,Mobile,0,Social
WEB938941,C103057,2025-08-14,4,8.4,Desktop,1,Organic Search
WEB938942,C103057,2024-08-03,11,6.6,Tablet,0,Paid Search
WEB938943,C103057,2026-05-26,9,8.9,Desktop,0,Paid Search
WEB938944,C103057,2025-04-06,7,7.6,Mobile,0,Social
WEB938945,C103057,2026-02-01,5,5.4,Tablet,0,Paid Search
WEB938946,C103057,2025-03-20,5,8.8,Desktop,1,Paid Search
WEB938947,C103057,2024-05-26,6,7.2,Mobile,0,Paid Search
WEB938948,C103057,2025-05-24,4,6.4,Desktop,0,Paid Search
WEB938949,C103057,2026-01-11,10,8.2,Mobile,0,Paid Search
WEB938950,C103057,2024-08-10,5,10.1,Mobile,0,Direct
WEB938951,C103057,2025-08-19,9,6.6,Tablet,0,Social
WEB938952,C103057,2023-09-09,5,5.2,Desktop,0,Organic Search
WEB938953,C103058,2024-08-02,10,5.6,Desktop,1,Organic Search
WEB938954,C103058,2024-01-14,7,4.4,Mobile,0,Organic Search
WEB938955,C103058,2023-07-28,3,5.0,Tablet,0,Organic Search
WEB938956,C103058,2024-07-15,7,11.1,Mobile,0,Organic Search
WEB938957,C103058,2025-10-07,10,13.0,Mobile,1,Social
WEB938958,C103058,2024-11-03,10,6.7,Desktop,0,Email
WEB938959,C103058,2025-05-17,4,5.2,Mobile,0,Paid Search
WEB938960,C103058,2024-04-18,12,8.5,Tablet,0,Organic Search
WEB938961,C103058,2025-01-17,9,18.0,Mobile,0,Organic Search
WEB938962,C103058,2023-12-12,9,5.3,Mobile,0,Organic Search
WEB938963,C103058,2024-12-03,4,4.3,Desktop,1,Email
WEB938964,C103058,2025-06-29,6,8.0,Desktop,0,Direct
WEB938965,C103058,2022-06-21,6,7.7,Mobile,0,Paid Search
WEB938966,C103058,2025-07-29,11,7.7,Desktop,0,Paid Search
WEB938967,C103058,2026-04-29,6,3.5,Mobile,1,Paid Search
WEB938968,C103058,2023-12-31,4,11.4,Mobile,0,Paid Search
WEB938969,C103058,2021-12-30,5,8.3,Mobile,0,Email
WEB938970,C103059,2026-07-27,10,5.8,Mobile,0,Organic Search
WEB938971,C103059,2026-07-25,11,9.3,Desktop,0,Organic Search
WEB938972,C103059,2026-07-31,12,12.3,Desktop,0,Organic Search
WEB938973,C103059,2026-07-26,11,8.4,Mobile,0,Direct
WEB938974,C103059,2026-07-07,8,13.1,Mobile,0,Organic Search
WEB938975,C103059,2026-07-06,10,6.4,Mobile,0,Paid Search
WEB938976,C103059,2026-07-13,7,5.3,Desktop,0,Direct
WEB938977,C103059,2026-06-30,10,7.7,Desktop,0,Organic Search
WEB938978,C103059,2026-08-02,8,7.3,Tablet,0,Organic Search
WEB938979,C103059,2026-08-01,10,14.7,Mobile,0,Email
WEB938980,C103060,2025-02-04,7,5.2,Desktop,0,Social
WEB938981,C103060,2023-07-27,4,6.2,Mobile,0,Paid Search
WEB938982,C103060,2023-11-21,8,4.8,Tablet,0,Organic Search
WEB938983,C103060,2026-01-04,5,9.9,Desktop,0,Paid Search
WEB938984,C103060,2026-07-11,8,18.1,Mobile,0,Direct
WEB938985,C103060,2024-12-19,14,10.4,Tablet,0,Organic Search
WEB938986,C103060,2024-01-14,11,8.0,Mobile,1,Paid Search
WEB938987,C103060,2025-03-04,4,5.0,Mobile,0,Organic Search
WEB938988,C103060,2025-04-13,8,6.0,Mobile,1,Paid Search
WEB938989,C103060,2024-12-17,7,6.2,Mobile,0,Organic Search
WEB938990,C103060,2023-03-13,6,7.8,Desktop,1,Direct
WEB938991,C103060,2025-01-03,4,7.6,Mobile,0,Direct
WEB938992,C103060,2023-11-30,5,4.4,Mobile,1,Paid Search
WEB938993,C103060,2023-09-16,7,5.4,Desktop,0,Social
WEB938994,C103060,2025-07-31,4,6.1,Mobile,0,Email
WEB938995,C103061,2026-08-09,12,10.3,Mobile,0,Organic Search
WEB938996,C103061,2026-08-07,7,8.5,Tablet,0,Organic Search
WEB938997,C103061,2026-08-09,9,5.5,Tablet,0,Email
WEB938998,C103061,2026-08-07,9,6.7,Mobile,0,Organic Search
WEB938999,C103061,2026-08-10,13,7.0,Mobile,0,Social
WEB939000,C103061,2026-08-08,6,12.9,Mobile,0,Direct
WEB939001,C103061,2026-08-11,12,13.4,Mobile,0,Paid Search
WEB939002,C103061,2026-08-11,11,7.0,Desktop,0,Organic Search
WEB939003,C103061,2026-08-08,9,11.5,Mobile,0,Organic Search
WEB939004,C103061,2026-08-10,7,8.8,Mobile,0,Direct
WEB939005,C103061,2026-08-08,8,12.2,Desktop,0,Social
WEB939006,C103061,2026-08-10,9,7.7,Mobile,0,Direct
WEB939007,C103061,2026-08-09,9,5.3,Mobile,0,Paid Search
WEB939008,C103061,2026-08-12,9,8.6,Desktop,0,Organic Search
WEB939009,C103061,2026-08-09,6,6.2,Desktop,0,Paid Search
WEB939010,C103061,2026-08-09,6,4.4,Mobile,0,Direct
WEB939011,C103061,2026-08-12,5,8.8,Mobile,0,Direct
WEB939012,C103061,2026-08-08,9,7.6,Desktop,0,Direct
WEB939013,C103061,2026-08-09,15,9.1,Tablet,0,Paid Search
WEB939014,C103061,2026-08-09,11,8.2,Desktop,0,Direct
WEB939015,C103062,2026-03-17,4,9.1,Mobile,0,Organic Search
WEB939016,C103062,2026-06-30,3,5.5,Desktop,0,Email
WEB939017,C103062,2026-05-26,10,8.8,Desktop,1,Social
WEB939018,C103062,2025-08-14,7,18.8,Mobile,0,Direct
WEB939019,C103062,2025-07-21,9,6.4,Mobile,0,Organic Search
WEB939020,C103062,2025-09-01,4,9.6,Desktop,0,Paid Search
WEB939021,C103062,2026-04-03,6,4.1,Mobile,0,Paid Search
WEB939022,C103062,2026-01-25,8,6.8,Desktop,0,Social
WEB939023,C103062,2026-05-08,10,8.7,Mobile,0,Social
WEB939024,C103062,2025-09-27,7,11.1,Desktop,0,Email
WEB939025,C103062,2026-03-08,8,4.9,Mobile,0,Paid Search
WEB939026,C103062,2026-04-17,8,6.2,Mobile,0,Organic Search
WEB939027,C103063,2024-04-28,7,8.3,Mobile,0,Organic Search
WEB939028,C103063,2021-08-31,6,7.3,Desktop,0,Paid Search
WEB939029,C103063,2022-03-23,6,5.8,Mobile,1,Direct
WEB939030,C103063,2025-11-18,4,6.1,Desktop,0,Direct
WEB939031,C103063,2025-02-21,8,7.5,Desktop,0,Organic Search
WEB939032,C103063,2025-02-12,6,6.2,Mobile,0,Organic Search
WEB939033,C103063,2026-03-30,4,2.7,Desktop,0,Paid Search
WEB939034,C103063,2024-11-29,6,3.8,Desktop,0,Direct
WEB939035,C103063,2026-06-25,5,10.4,Desktop,1,Direct
WEB939036,C103063,2024-04-08,4,7.9,Mobile,1,Organic Search
WEB939037,C103064,2025-01-29,9,12.0,Mobile,0,Organic Search
WEB939038,C103064,2025-07-19,9,9.0,Desktop,0,Organic Search
WEB939039,C103064,2025-10-28,8,10.8,Mobile,1,Direct
WEB939040,C103064,2026-08-04,5,4.1,Desktop,0,Organic Search
WEB939041,C103064,2026-07-08,12,10.4,Desktop,0,Direct
WEB939042,C103064,2024-09-08,8,8.1,Desktop,0,Direct
WEB939043,C103064,2025-11-20,8,8.0,Mobile,0,Direct
WEB939044,C103064,2025-05-19,5,9.2,Desktop,0,Direct
WEB939045,C103064,2026-02-05,9,7.6,Mobile,0,Direct
WEB939046,C103064,2025-06-28,16,11.1,Mobile,1,Direct
WEB939047,C103065,2023-10-17,6,11.4,Mobile,1,Direct
WEB939048,C103065,2025-01-28,5,7.8,Desktop,0,Email
WEB939049,C103065,2024-10-17,6,11.3,Mobile,0,Email
WEB939050,C103065,2025-08-13,2,6.0,Mobile,0,Paid Search
WEB939051,C103065,2024-05-30,4,4.8,Desktop,0,Organic Search
WEB939052,C103065,2024-05-19,7,4.8,Mobile,0,Paid Search
WEB939053,C103065,2024-05-14,7,7.2,Tablet,0,Social
WEB939054,C103065,2026-04-25,4,8.6,Mobile,0,Organic Search
WEB939055,C103065,2024-03-12,4,7.7,Mobile,0,Email
WEB939056,C103065,2023-04-03,3,6.2,Mobile,0,Organic Search
WEB939057,C103065,2025-12-05,5,6.9,Mobile,0,Paid Search
WEB939058,C103065,2025-03-14,7,10.7,Desktop,0,Social
WEB939059,C103066,2026-06-03,5,6.0,Mobile,0,Paid Search
WEB939060,C103066,2026-07-08,4,7.0,Mobile,0,Direct
WEB939061,C103066,2026-06-08,6,7.0,Mobile,0,Organic Search
WEB939062,C103066,2026-06-07,6,5.8,Mobile,0,Paid Search
WEB939063,C103066,2026-08-09,7,5.0,Mobile,0,Organic Search
WEB939064,C103066,2026-07-17,8,10.6,Desktop,0,Organic Search
WEB939065,C103066,2026-07-08,10,11.6,Mobile,0,Organic Search
WEB939066,C103066,2026-06-02,6,14.7,Mobile,0,Email
WEB939067,C103066,2026-06-16,8,11.4,Mobile,0,Direct
WEB939068,C103066,2026-08-11,4,3.6,Mobile,0,Paid Search
WEB939069,C103066,2026-06-07,8,6.7,Mobile,0,Social
WEB939070,C103066,2026-07-01,11,9.1,Desktop,1,Organic Search
WEB939071,C103066,2026-07-25,9,6.6,Desktop,0,Email
WEB939072,C103066,2026-06-24,11,6.9,Desktop,0,Paid Search
WEB939073,C103067,2026-03-18,5,2.8,Mobile,0,Organic Search
WEB939074,C103067,2026-07-11,4,4.2,Mobile,0,Organic Search
WEB939075,C103068,2026-01-15,9,8.5,Desktop,0,Organic Search
WEB939076,C103068,2026-01-09,9,15.9,Desktop,0,Direct
WEB939077,C103068,2026-01-03,8,8.2,Desktop,0,Paid Search
WEB939078,C103068,2026-06-02,9,11.1,Desktop,0,Direct
WEB939079,C103068,2026-02-07,4,2.9,Mobile,1,Organic Search
WEB939080,C103068,2026-02-04,9,5.4,Mobile,0,Direct
WEB939081,C103068,2026-05-30,5,4.3,Mobile,0,Social
WEB939082,C103068,2026-02-11,8,7.8,Desktop,0,Organic Search
WEB939083,C103068,2026-02-14,10,12.1,Tablet,0,Direct
WEB939084,C103068,2026-07-29,10,13.8,Mobile,0,Paid Search
WEB939085,C103068,2026-04-08,12,9.8,Desktop,1,Direct
WEB939086,C103068,2026-06-21,7,4.9,Desktop,0,Organic Search
WEB939087,C103068,2026-01-07,2,5.4,Mobile,0,Organic Search
WEB939088,C103068,2026-05-12,10,12.6,Mobile,0,Social
WEB939089,C103068,2026-05-21,8,5.7,Mobile,0,Direct
WEB939090,C103068,2026-07-08,8,12.1,Mobile,0,Paid Search
WEB939091,C103068,2026-06-19,7,7.0,Mobile,0,Social
WEB939092,C103069,2021-12-12,3,3.1,Mobile,1,Organic Search
WEB939093,C103069,2023-02-19,4,4.7,Mobile,0,Direct
WEB939094,C103069,2023-06-14,10,6.7,Mobile,0,Organic Search
WEB939095,C103069,2025-10-07,3,3.1,Mobile,0,Direct
WEB939096,C103070,2022-06-01,7,7.6,Mobile,0,Direct
WEB939097,C103070,2023-03-06,10,5.5,Mobile,0,Social
WEB939098,C103070,2025-03-29,8,6.6,Mobile,0,Email
WEB939099,C103070,2024-10-18,7,4.8,Desktop,0,Direct
WEB939100,C103070,2026-05-06,12,13.1,Mobile,0,Organic Search
WEB939101,C103070,2025-12-21,8,5.7,Mobile,0,Direct
WEB939102,C103070,2025-03-17,8,13.7,Mobile,0,Organic Search
WEB939103,C103070,2025-12-14,9,9.2,Desktop,0,Paid Search
WEB939104,C103070,2023-01-17,9,7.5,Mobile,0,Social
WEB939105,C103070,2024-05-28,9,16.1,Mobile,0,Email
WEB939106,C103070,2022-02-14,15,9.9,Mobile,0,Organic Search
WEB939107,C103070,2023-10-18,12,15.3,Mobile,1,Direct
WEB939108,C103070,2023-11-06,6,6.3,Mobile,0,Paid Search
WEB939109,C103070,2025-08-04,8,6.5,Desktop,0,Direct
WEB939110,C103070,2025-05-08,9,7.8,Mobile,0,Social
WEB939111,C103070,2022-06-17,9,9.3,Desktop,0,Direct
WEB939112,C103071,2023-04-22,15,10.5,Mobile,0,Direct
WEB939113,C103071,2023-10-23,10,13.9,Mobile,1,Direct
WEB939114,C103071,2023-04-01,9,5.2,Desktop,1,Social
WEB939115,C103071,2024-04-11,5,5.0,Mobile,0,Direct
WEB939116,C103071,2025-09-17,8,6.3,Desktop,0,Paid Search
WEB939117,C103071,2026-06-15,8,18.8,Desktop,0,Paid Search
WEB939118,C103071,2023-08-02,17,11.1,Mobile,0,Direct
WEB939119,C103071,2022-06-18,12,10.0,Mobile,0,Paid Search
WEB939120,C103071,2021-08-18,10,17.9,Desktop,0,Direct
WEB939121,C103071,2022-01-28,7,4.9,Mobile,1,Direct
WEB939122,C103071,2021-11-16,7,3.7,Mobile,0,Social
WEB939123,C103071,2026-01-01,13,13.3,Mobile,0,Direct
WEB939124,C103071,2022-06-18,7,11.2,Desktop,0,Paid Search
WEB939125,C103072,2022-06-23,7,6.0,Mobile,0,Organic Search
WEB939126,C103072,2023-04-04,4,13.6,Desktop,0,Organic Search
WEB939127,C103072,2026-04-05,8,10.3,Mobile,0,Organic Search
WEB939128,C103072,2025-12-12,4,3.3,Desktop,0,Organic Search
WEB939129,C103072,2024-03-18,2,7.0,Mobile,0,Organic Search
WEB939130,C103072,2022-09-14,6,4.4,Mobile,0,Social
WEB939131,C103072,2026-02-21,8,6.0,Mobile,0,Direct
WEB939132,C103072,2024-04-14,8,10.2,Desktop,0,Organic Search
WEB939133,C103072,2022-12-12,4,4.3,Tablet,0,Social
WEB939134,C103073,2023-09-21,3,6.6,Tablet,1,Organic Search
WEB939135,C103073,2022-04-22,5,7.6,Mobile,0,Direct
WEB939136,C103073,2021-09-02,12,16.1,Mobile,0,Paid Search
WEB939137,C103073,2025-09-18,3,11.9,Mobile,0,Direct
WEB939138,C103073,2025-02-19,7,8.6,Desktop,1,Organic Search
WEB939139,C103073,2022-08-16,5,5.2,Mobile,1,Paid Search
WEB939140,C103073,2024-04-14,9,14.1,Mobile,0,Social
WEB939141,C103073,2021-06-27,8,10.4,Tablet,1,Direct
WEB939142,C103073,2025-06-27,12,8.7,Tablet,0,Organic Search
WEB939143,C103073,2026-07-04,7,8.2,Mobile,0,Organic Search
WEB939144,C103073,2025-12-04,6,9.5,Tablet,0,Direct
WEB939145,C103074,2023-07-11,6,6.2,Mobile,1,Direct
WEB939146,C103074,2022-10-24,7,8.5,Desktop,0,Paid Search
WEB939147,C103074,2024-05-25,8,5.7,Tablet,0,Organic Search
WEB939148,C103074,2023-09-07,9,6.2,Mobile,0,Direct
WEB939149,C103074,2022-10-08,10,8.2,Mobile,0,Paid Search
WEB939150,C103074,2025-12-30,13,7.9,Mobile,0,Direct
WEB939151,C103074,2023-01-04,8,8.4,Desktop,0,Social
WEB939152,C103074,2021-12-10,9,7.8,Mobile,0,Organic Search
WEB939153,C103074,2022-11-27,6,10.3,Tablet,0,Email
WEB939154,C103074,2023-09-07,8,8.3,Desktop,0,Paid Search
WEB939155,C103074,2023-10-14,14,9.0,Tablet,0,Email
WEB939156,C103074,2025-06-16,13,6.8,Desktop,0,Organic Search
WEB939157,C103074,2024-02-12,8,16.7,Mobile,0,Social
WEB939158,C103074,2024-02-02,11,6.6,Mobile,0,Social
WEB939159,C103074,2022-01-11,8,6.9,Desktop,0,Organic Search
WEB939160,C103074,2026-07-25,8,6.0,Mobile,0,Email
WEB939161,C103074,2021-11-14,5,6.5,Desktop,0,Direct
WEB939162,C103074,2026-07-14,7,4.9,Desktop,0,Direct
WEB939163,C103074,2021-10-30,9,7.1,Tablet,0,Direct
WEB939164,C103074,2026-06-02,8,15.5,Desktop,0,Direct
WEB939165,C103074,2023-08-07,8,7.2,Mobile,0,Email
WEB939166,C103075,2024-12-14,4,5.0,Mobile,0,Direct
WEB939167,C103075,2024-06-07,9,5.6,Mobile,0,Paid Search
WEB939168,C103075,2024-10-25,3,8.0,Desktop,0,Paid Search
WEB939169,C103075,2024-05-16,11,10.5,Mobile,0,Email
WEB939170,C103075,2025-04-30,16,18.0,Mobile,0,Paid Search
WEB939171,C103075,2024-12-12,7,6.9,Mobile,0,Paid Search
WEB939172,C103075,2026-02-20,8,6.8,Desktop,0,Direct
WEB939173,C103075,2024-03-04,8,12.7,Desktop,0,Organic Search
WEB939174,C103075,2026-07-10,5,4.0,Mobile,0,Social
WEB939175,C103075,2025-09-21,11,8.8,Tablet,0,Organic Search
WEB939176,C103075,2024-08-03,5,3.9,Mobile,0,Organic Search
WEB939177,C103075,2024-09-03,8,9.8,Desktop,0,Email
WEB939178,C103075,2024-02-10,11,11.0,Mobile,0,Paid Search
WEB939179,C103075,2026-06-25,7,5.7,Mobile,0,Direct
WEB939180,C103076,2023-09-18,7,9.3,Desktop,0,Paid Search
WEB939181,C103076,2026-04-19,9,10.7,Mobile,0,Email
WEB939182,C103076,2025-08-19,3,5.9,Mobile,0,Organic Search
WEB939183,C103076,2025-12-12,12,6.1,Desktop,0,Email
WEB939184,C103076,2025-12-10,3,4.6,Desktop,1,Paid Search
WEB939185,C103076,2025-11-21,9,4.9,Desktop,0,Direct
WEB939186,C103076,2023-10-16,7,4.5,Desktop,0,Email
WEB939187,C103077,2026-08-10,11,8.7,Mobile,0,Email
WEB939188,C103077,2026-07-25,7,7.5,Mobile,0,Organic Search
WEB939189,C103077,2026-02-26,8,7.4,Mobile,0,Organic Search
WEB939190,C103077,2026-02-15,11,12.3,Mobile,1,Paid Search
WEB939191,C103077,2026-06-30,14,9.7,Mobile,0,Direct
WEB939192,C103077,2026-01-05,9,12.5,Mobile,0,Organic Search
WEB939193,C103077,2026-02-02,8,5.3,Desktop,0,Email
WEB939194,C103077,2026-08-06,10,5.5,Desktop,0,Direct
WEB939195,C103077,2026-02-15,8,4.5,Mobile,0,Paid Search
WEB939196,C103077,2026-04-14,7,4.9,Mobile,0,Paid Search
WEB939197,C103077,2026-01-20,10,18.4,Desktop,0,Paid Search
WEB939198,C103077,2026-04-04,7,6.9,Mobile,0,Direct
WEB939199,C103077,2026-05-23,4,4.0,Desktop,0,Social
WEB939200,C103077,2025-12-01,10,6.0,Desktop,0,Organic Search
WEB939201,C103077,2026-05-13,7,4.8,Mobile,0,Organic Search
WEB939202,C103077,2026-01-15,8,13.5,Tablet,0,Social
WEB939203,C103078,2022-08-25,7,6.5,Mobile,1,Organic Search
WEB939204,C103078,2024-05-15,6,8.9,Mobile,0,Social
WEB939205,C103078,2024-03-02,9,7.1,Desktop,0,Paid Search
WEB939206,C103078,2024-10-08,9,6.3,Mobile,0,Organic Search
WEB939207,C103078,2025-10-07,7,4.6,Tablet,0,Email
WEB939208,C103078,2025-11-27,7,5.3,Mobile,0,Direct
WEB939209,C103078,2026-03-24,5,4.2,Mobile,1,Organic Search
WEB939210,C103078,2022-06-06,5,6.5,Mobile,0,Organic Search
WEB939211,C103079,2026-06-28,12,9.6,Mobile,0,Organic Search
WEB939212,C103079,2026-07-13,7,10.0,Mobile,0,Direct
WEB939213,C103079,2026-05-29,7,8.5,Desktop,0,Direct
WEB939214,C103079,2026-07-04,8,4.8,Mobile,0,Social
WEB939215,C103079,2026-06-28,5,10.2,Desktop,0,Paid Search
WEB939216,C103079,2026-07-22,7,8.0,Mobile,0,Organic Search
WEB939217,C103079,2026-07-15,7,3.9,Desktop,1,Social
WEB939218,C103079,2026-05-29,4,6.7,Mobile,0,Social
WEB939219,C103079,2026-05-27,9,20.1,Desktop,1,Organic Search
WEB939220,C103079,2026-06-15,9,7.8,Mobile,0,Organic Search
WEB939221,C103079,2026-08-12,7,8.7,Desktop,0,Organic Search
WEB939222,C103079,2026-07-09,5,5.2,Desktop,0,Social
WEB939223,C103079,2026-06-12,8,7.9,Mobile,0,Organic Search
WEB939224,C103079,2026-08-09,5,6.4,Mobile,0,Direct
WEB939225,C103079,2026-06-21,11,6.4,Mobile,0,Social
WEB939226,C103079,2026-05-30,9,7.7,Mobile,0,Social
WEB939227,C103080,2026-03-20,4,6.0,Mobile,0,Paid Search
WEB939228,C103080,2026-08-05,9,9.2,Mobile,0,Email
WEB939229,C103080,2026-03-21,3,2.2,Desktop,1,Organic Search
WEB939230,C103080,2026-04-13,5,8.2,Tablet,0,Organic Search
WEB939231,C103080,2026-07-25,7,6.5,Tablet,0,Organic Search
WEB939232,C103080,2026-04-06,9,8.7,Mobile,0,Social
WEB939233,C103080,2026-06-19,13,8.2,Mobile,0,Direct
WEB939234,C103080,2026-04-29,17,13.5,Mobile,1,Direct
WEB939235,C103080,2026-05-16,12,9.4,Tablet,0,Organic Search
WEB939236,C103080,2026-06-15,11,14.6,Mobile,1,Social
WEB939237,C103080,2026-03-15,7,16.0,Mobile,0,Direct
WEB939238,C103080,2026-03-25,5,4.2,Mobile,0,Email
WEB939239,C103080,2026-04-23,7,11.5,Mobile,0,Social
WEB939240,C103080,2026-05-20,3,6.2,Mobile,0,Direct
WEB939241,C103080,2026-07-29,12,8.6,Mobile,0,Organic Search
WEB939242,C103080,2026-07-28,10,7.1,Mobile,0,Direct
WEB939243,C103080,2026-06-19,6,7.2,Mobile,0,Paid Search
WEB939244,C103080,2026-07-10,7,7.0,Mobile,0,Social
WEB939245,C103081,2024-01-26,5,7.0,Mobile,0,Paid Search
WEB939246,C103081,2026-01-27,5,9.5,Mobile,1,Paid Search
WEB939247,C103081,2023-09-16,7,6.5,Desktop,0,Direct
WEB939248,C103081,2025-01-10,5,9.9,Mobile,0,Paid Search
WEB939249,C103081,2025-07-11,10,7.6,Desktop,0,Paid Search
WEB939250,C103082,2025-11-09,8,6.5,Mobile,0,Social
WEB939251,C103082,2024-10-11,6,7.4,Mobile,0,Direct
WEB939252,C103082,2025-02-17,4,7.5,Tablet,1,Direct
WEB939253,C103083,2022-04-29,7,4.8,Mobile,0,Paid Search
WEB939254,C103083,2026-06-28,4,6.0,Mobile,0,Direct
WEB939255,C103083,2023-04-21,3,7.9,Desktop,0,Paid Search
WEB939256,C103083,2025-09-19,6,8.6,Mobile,0,Organic Search
WEB939257,C103083,2025-12-06,7,13.7,Mobile,0,Email
WEB939258,C103083,2021-09-28,6,6.2,Desktop,1,Organic Search
WEB939259,C103084,2023-08-18,5,4.5,Mobile,0,Direct
WEB939260,C103084,2025-02-19,6,6.4,Desktop,0,Direct
WEB939261,C103084,2024-02-06,4,2.6,Mobile,0,Organic Search
WEB939262,C103084,2024-09-29,4,11.1,Desktop,0,Social
WEB939263,C103084,2023-07-16,5,4.0,Desktop,0,Organic Search
WEB939264,C103084,2025-08-06,11,6.9,Desktop,0,Organic Search
WEB939265,C103084,2025-01-24,9,7.9,Mobile,0,Organic Search
WEB939266,C103084,2023-11-07,8,4.2,Desktop,1,Organic Search
WEB939267,C103084,2026-08-09,9,5.8,Mobile,0,Direct
WEB939268,C103084,2025-09-05,7,5.4,Mobile,0,Direct
WEB939269,C103084,2025-01-01,7,5.6,Mobile,0,Direct
WEB939270,C103084,2023-08-28,12,13.4,Desktop,0,Social
WEB939271,C103084,2022-08-24,2,2.8,Mobile,0,Organic Search
WEB939272,C103085,2024-10-02,7,13.7,Desktop,0,Organic Search
WEB939273,C103085,2024-06-07,9,7.6,Mobile,0,Social
WEB939274,C103085,2024-07-12,2,2.9,Desktop,0,Paid Search
WEB939275,C103085,2024-06-27,4,4.9,Mobile,0,Social
WEB939276,C103085,2025-09-08,8,5.9,Mobile,0,Direct
WEB939277,C103085,2024-08-27,9,12.2,Desktop,0,Organic Search
WEB939278,C103085,2024-11-21,9,10.8,Desktop,0,Organic Search
WEB939279,C103085,2026-03-28,5,6.0,Mobile,0,Direct
WEB939280,C103085,2025-01-26,4,6.0,Mobile,0,Direct
WEB939281,C103085,2024-05-16,8,7.4,Mobile,0,Paid Search
WEB939282,C103085,2025-09-06,4,5.0,Mobile,0,Email
WEB939283,C103085,2025-04-07,11,6.4,Mobile,0,Direct
WEB939284,C103085,2023-12-17,7,5.6,Desktop,0,Paid Search
WEB939285,C103085,2024-06-05,8,8.4,Mobile,0,Direct
WEB939286,C103085,2024-04-20,6,9.5,Desktop,0,Social
WEB939287,C103085,2024-11-16,5,5.0,Tablet,0,Paid Search
WEB939288,C103085,2024-02-01,10,8.4,Desktop,0,Organic Search
WEB939289,C103086,2026-03-27,3,6.4,Tablet,0,Organic Search
WEB939290,C103086,2026-06-13,5,4.9,Desktop,0,Direct
WEB939291,C103086,2024-08-12,4,3.9,Mobile,0,Social
WEB939292,C103086,2024-05-30,9,6.9,Mobile,0,Organic Search
WEB939293,C103087,2026-05-17,5,5.2,Desktop,1,Direct
WEB939294,C103087,2026-05-23,5,3.0,Mobile,0,Social
WEB939295,C103087,2026-06-11,8,7.9,Mobile,0,Organic Search
WEB939296,C103087,2026-07-26,8,7.6,Desktop,0,Paid Search
WEB939297,C103087,2026-06-21,10,10.1,Mobile,0,Direct
WEB939298,C103087,2026-07-17,4,5.9,Mobile,0,Organic Search
WEB939299,C103087,2026-07-28,5,6.0,Mobile,0,Organic Search
WEB939300,C103087,2026-07-21,5,6.0,Desktop,1,Direct
WEB939301,C103088,2021-11-04,1,3.2,Desktop,0,Email
WEB939302,C103088,2024-12-26,10,13.8,Mobile,0,Social
WEB939303,C103088,2026-08-12,2,2.8,Desktop,0,Organic Search
WEB939304,C103088,2023-05-31,6,4.7,Mobile,0,Social
WEB939305,C103088,2024-09-04,3,4.4,Mobile,0,Direct
WEB939306,C103088,2024-01-11,6,13.9,Mobile,0,Direct
WEB939307,C103088,2026-08-08,11,9.9,Mobile,0,Organic Search
